#APID int_logAge_E int_logAge_p16 int_logAge_p84 int_logMass_E int_logMass_p16 int_logMass_p84 int_Av_E int_Av_p16 int_Av_p84 cmd_logAge_best cmd_logAge_p16 cmd_logAge_p50 cmd_logAge_p84 cmd_logMass_best cmd_logMass_p16 cmd_logMass_p50 cmd_logMass_p84 cmd_Av_best cmd_Av_p16 cmd_Av_p50 cmd_Av_p84 N_stars              
           1132   6.91568352066   6.79397719897     7.050311183   3.00048579712   2.78767649135   3.17376960922  0.261947004955  0.149703248892  0.371206826601             6.6             6.6             6.6             6.7   3.10711234612   3.07306477239    3.0812955932   3.10707539081            0.55             0.5             0.5            0.55           360.0
           1134   7.59986511176   6.64917698392   8.57927211974   2.76170284964   2.36641017936   3.10970017382   1.08501850569  0.298886051686    1.8773658385             8.9             7.7             8.4             8.9   2.82034945466    2.5806262918   2.76121446714   2.82080046381            0.05             0.2            1.05             1.3            67.0
           1135   8.43060362193   8.28002833696   8.58188663393   3.11179800769   3.00578682891   3.23305597945  0.412957968918  0.107045203321  0.725227634976             8.4             8.1             8.4             8.4   3.10325595134   3.04685336391   3.09450293136   3.12100026836             0.3             0.2            0.35             0.5           238.0
           1136   7.36717603183   7.10607588309    7.6645760657   3.11044085824   3.04031838667   3.20001633772   1.16973064525  0.970296541545    1.4063112583             7.5             7.3             7.6             7.9   2.85248447209   2.82357202455   2.85274068279   2.88258589394             0.8             0.7             0.8            0.85           106.0
           1138   8.46069724575    8.3486923143   8.58255864972   2.70249660785   2.54975872703   2.84552835338   0.29824973574 0.0539976722235   0.55343051026             8.7             8.1             8.7             8.7   3.31971036583   3.12942456776   3.26381758399   3.30838271422             0.6            0.45             0.6            1.05           105.0
            114   9.09956820907   8.99059387406   9.19323385044   3.86084478954   3.75896474554   3.96213077044 0.0555129201278             0.0  0.154873623701             9.1             9.1             9.1             9.1   4.23364389502   4.23354900907    4.2698844424   4.30889084104            0.15            0.15             0.2             0.3           437.0
           1141   8.34840248421    8.2397561701   8.46184901568    2.9434984635   2.82310796897   3.06656821349  0.206373745465 0.00649402703182  0.422933970021             8.3             8.3             8.3             8.4   2.98850530072   2.96239404762   2.99347188922   3.01569635498            0.45            0.35             0.4             0.5           150.0
           1144    8.5235500072   8.40415878374   8.64308462116    2.9891980981   2.90094114765   3.08249512228  0.165769502505             0.0  0.367235607786             8.4             8.4             8.4             8.5   3.27320916339   3.16648740434   3.24436994219   3.29066344679            0.75            0.45             0.7             0.8           136.0
           1146   8.70794627959    8.5096232135   8.88426091379   3.25461175099   3.14053356711   3.36432353589  0.832510768657  0.551304066141   1.13035758288            10.1             9.1             9.9            10.1   4.85579366803   3.07559943524   4.29135192808    4.8276122796            0.15             0.1             0.3            0.65           103.0
           1148   6.93064600268   6.82267197417   7.05170165995   2.86269839044   2.48478317566   3.16348242196   0.59281264747  0.492476658549  0.692853326942             6.6             6.7             6.9             7.2   3.00551882441   3.00000004726   3.01350024465   3.02940490642             0.9             0.8            0.85             0.9           164.0
           1149             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             9.2             8.0             9.1             9.3   3.52185839669    2.2489372681   3.36526125695      3.61709826            0.15            0.15            0.45             1.8           146.0
            115   8.85735746134   8.80282594755   8.91619254164   3.42838754181   3.36212254622   3.49522400684   0.18194733921 0.0616462487228  0.293890580024             8.9             8.9             8.9             8.9   3.68143369998   3.67242506607   3.68149888245   3.71019147301             0.0             0.0            0.05             0.1           183.0
           1150   6.98050068593   6.39316612635   7.45312321673   2.77986697158   2.64746132514   2.91298729651  0.816283927108   0.59052743837   1.04811946005             7.6             7.0             7.4             7.7   2.86927644868   2.82503384029   2.85501484805   2.89099490947             0.6            0.55            0.65             0.7            81.0
           1151   8.74160881685   8.62272668145   8.86241026268   3.01510682461   2.93335144972   3.09538712415  0.213442937829 0.0295463378418  0.397279379114             9.1             8.5             9.1             9.2   3.59414362191    3.3317753036   3.55372303728    3.6328537385             0.2             0.1            0.25            1.45           131.0
           1152   8.86390752646    8.0314631473    9.6588021271   3.64146758996   3.43375621825   3.86304691105   1.64860127662  0.808133321701   2.65316309827             9.9             8.5             9.4             9.9   4.07533013676             0.0    3.8061142419   4.16821591771             0.3             0.4            0.85            1.85            86.0
           1154   7.03502481118    6.6550303507   7.40656863079   3.19258877009   3.07688829685   3.32823062761  0.818711365529  0.625963776757   1.00565093709             7.6             7.5             7.6             7.7   3.44657149915    3.4250896888   3.44513416053   3.45603021446             1.0            0.95             1.0            1.05           237.0
           1155   7.91128341935   7.82712581894   7.99667275047   2.96187462242   2.85370860798   3.05894653659  0.558663288252  0.402894594964  0.728466846771             8.1             7.9             8.1             8.3   3.17643239342   3.11079675019   3.16729739368   3.21017034661             0.7             0.6             0.7             0.8           124.0
           1156   9.13043719991    9.0352631963   9.23296861271    3.6686089853   3.55281194023   3.76986811639 0.0896841232425             0.0  0.194109177958             8.4             7.8             8.1             8.4    3.6850375423   3.55970628576    3.6193505023   3.70164450835             1.2            1.25             1.5            1.65           223.0
           1158   9.07330927425   9.02330266892   9.29862216951   3.21210189927   3.06756697644   3.33705422377  0.207366240583             0.0  0.238381300229             9.0             9.0             9.0             9.0   3.36710646247   3.29981258565   3.33414272297   3.36847567933            0.25             0.1             0.2            0.25            99.0
           1159   7.73837478604   7.58418742633   7.99662536508   3.72037206995   3.60175668514   3.88326751266   1.51027568356   1.19833159544   1.80262629423             7.8             7.8             7.8             7.8   3.61740151279   3.59065864876   3.61397837818   3.61747314442            1.35             1.3            1.35            1.35           260.0
           1160   8.67089808014   8.53139340286   8.80493491157   2.99550136396   2.90226688981   3.09230383935  0.385139927209  0.148910991181  0.626161903993             8.4             8.2             8.3             8.4   3.52466315354   3.48627319283   3.51948752043   3.55245956313            1.35             1.4             1.5             1.6           140.0
           1161   9.16743764042   9.04687373882   9.28594543008   3.38295859721   3.26299929614   3.51107605638 0.0365912592835             0.0  0.114661817229             8.1             7.4             7.8             8.1   3.15496019526   2.99501556874   3.06861155891   3.14308872242             1.6            1.55            1.65             1.8           127.0
           1163   8.09142858638   7.93205406014   8.26758111915   3.68293749023   3.55651743922    3.8177902263   1.62389638792   1.29712960358   1.95474780435             7.9             7.8             7.9             8.0   3.41985645677   3.39463070827   3.41996983604   3.44571874488             1.3             1.3            1.35            1.45           145.0
           1164    7.5128632758   6.41317520406   7.95745946586    3.5067497142   3.25190957654   3.76536141047   1.92668904498   1.51007215632   2.43777871395             8.3             8.3             8.3             8.4   3.26599135897   3.22890780532    3.2546703117   3.28343287998            0.95            0.85            0.95             1.0           185.0
           1166   6.97305164842    6.7569094073   7.21770905498   3.61098199425   3.46883763591   3.78010046888   2.32638676694    2.2137758571   2.47880151692             7.5             7.3             7.5             7.6   3.49155338071    3.4597570385   3.49185545378   3.52302460253             1.9             1.8             1.9             2.0           171.0
           1168   7.54970710309   6.76424788319   8.22024527224   3.19912032926   3.00217597036    3.4310641495   1.42554725188  0.632706485666   2.12622582977             9.1             8.9             9.1             9.1   3.45123488576   3.35654548438   3.44591503756   3.67536163906             0.0            0.05            0.25            1.65           138.0
           1169    8.1931881484   7.98422464675   8.35333856125   3.27928494866    3.1935661025   3.40317171196   0.91360749374  0.642056239392   1.29614924117             7.4             7.3             7.5             7.7   3.62502267415   3.32616798181   3.47551756195   3.61285799875             3.0            2.25             2.7             3.0           121.0
           1170   8.54390658329   8.47743405124   8.61842850751   3.02090497067   2.93615820099   3.11103054741 0.0712266289159             0.0  0.181376516342             8.4             7.8             8.4             8.4   3.41283416338   3.24507211647   3.39079717241   3.44226214725            0.65             0.6            0.75             0.9           238.0
           1171   8.12663891851   7.99672902629   8.23510660532   3.65121120157   3.54624714587   3.76006131902   1.82443260185   1.61089741494   2.08392552939            10.1            10.1            10.1            10.1   5.11201415293     5.104329519   5.11376792491   5.13739508264             0.0             0.0             0.0            0.05           143.0
           1172   8.78999953255   8.65803485895   8.92300367628   3.19491867739   3.08104164318   3.30525771615   0.37570127606  0.137479382304   0.60455132012             8.3             8.3             8.3             8.5   3.24949161909   3.20467385363   3.23918923424   3.26950926616            0.85             0.5             0.8             0.9           139.0
           1174   9.25964582202   9.16203384756   9.38406240914   3.31190811911   3.26199416682   3.37202807882  0.165908256047 0.0102400037859  0.370720732036             8.2             8.1             8.2             8.4   3.16422213406   3.06941943516   3.12331270516   3.16916995747            1.35            1.05            1.25            1.35            74.0
           1175   7.74733578053   7.65592014424   7.82909916119   3.47809751763   3.38758365467    3.5683711479   1.66328589611   1.51730780352   1.84061933119             8.7             8.3             8.7             8.7   3.35488811669   3.22879225684   3.29346470522   3.35970426386            0.35            0.25            0.45            0.85           186.0
           1176   7.81662978595   7.72214772908   7.91833251051   2.99776037071   2.91411072249   3.08650351277   0.63793684689  0.457626964869  0.809793513004            10.1             9.9            10.1            10.1   5.24374481184   4.64726654712   5.21146879083   5.24696678481             0.1             0.1             0.2            0.35           142.0
